,cleaned_required_skills,simplified_job_title,count
1686,strategic thinking,Data Scientist,2
1687,strategic thinking,Intern,1
1688,strategy,Data Analyst,1
1689,strategy development,Data Analyst,1
1690,strong communication,Data Analyst,1
1691,structured data,Data Analyst,1
1692,studio,Data Scientist,1
1693,summit,Data Analyst,1
1694,supervised learning,Data Scientist,5
1695,supplier management,Intern,1
1696,supply chain,Data Scientist,1
1697,supply chain analysis,Data Scientist,1
1698,supply chain metric,Business Intelligence,1
1699,supply chain operation,Data Analyst,1
1700,supply chain optimization,Intern,1
1701,survey,Data Analyst,1
1702,survey design,Data Analyst,1
1703,sustainability,Data Analyst,2
1704,synapse analytics,Data Analyst,1
1705,system analysis,Data Analyst,1
1706,system design,Data Analyst,1
1707,system development,Data Analyst,2
1708,system engineering,Data Scientist,1
1709,system implementation,Data Analyst,1
1710,system integration,Data Analyst,3
1711,system programming,Data Analyst,1
1712,system testing,Data Analyst,1
1713,tableau,Business Intelligence,10
1714,tableau,Data Analyst,59
1715,tableau,Data Scientist,20
1716,tableau extension api,Data Scientist,1
1717,tableau rest api,Data Scientist,1
1718,tableau visualization,Data Analyst,1
1719,tag management system,Data Analyst,1
1720,tagging plan,Data Analyst,1
1721,talend,Business Intelligence,1
1722,talend,Data Analyst,1
1723,task prioritization,Data Analyst,1
1724,tax law,Data Analyst,1
1725,tdd,Data Scientist,2
1726,teaching,Data Scientist,1
1727,teaching orientation,Data Analyst,1
1728,team building,Data Analyst,1
1729,team collaboration,Data Analyst,5
1730,team collaboration,Data Scientist,3
1731,team environment,Business Intelligence,1
1732,team leadership,Data Scientist,1
1733,team management,Data Scientist,1
1734,team player,Data Analyst,4
1735,teamoriented,Data Analyst,1
1736,teamwork,Business Intelligence,1
1737,teamwork,Data Analyst,17
1738,teamwork,Data Scientist,3
1739,teamwork,Intern,2
1740,technical aptitude,Data Analyst,2
1741,technical attribute,Data Analyst,1
1742,technical briefing,Data Scientist,1
1743,technical data skill,Data Analyst,1
1744,technical design,Data Analyst,1
1745,technical documentation,Data Analyst,2
1746,technical expertise,Data Scientist,1
1747,technical lead experience,Data Analyst,1
1748,technical proficiency,Business Intelligence,1
1749,technical requirement,Data Analyst,1
1750,technical skill,Data Analyst,1
1751,technical skill,Intern,1
1752,technical solution,Data Scientist,1
1753,technical specification,Data Analyst,1
1754,technical support,Business Intelligence,1
1755,technical writing,Data Analyst,3
1756,technical writing,Data Scientist,1
1757,technology,Data Analyst,1
1758,technology introduction,Intern,1
1759,technology tool,Business Intelligence,1
1760,telecom,Data Scientist,1
1761,telecom industry,Data Scientist,1
1762,telematics data,Data Scientist,1
1763,telemetry,Data Analyst,2
1764,tensor flow,Data Scientist,2
1765,tensorflow,Data Scientist,17
1766,terraform,Data Analyst,1
1767,test case,Data Analyst,1
1768,test design,Data Analyst,1
1769,test planning,Data Analyst,1
1770,testing,Data Analyst,3
1771,text analysis,Data Analyst,1
1772,text analytics,Data Analyst,1
1773,text analytics,Data Scientist,1
1774,text mining,Data Scientist,3
1775,text summarization,Data Scientist,1
1776,textual data,Data Scientist,1
1777,tidyverse,Data Scientist,1
1778,time management,Business Intelligence,2
1779,time management,Data Analyst,10
1780,time management,Intern,1
1781,time series,Data Scientist,3
1782,time series analysis,Data Scientist,3
1783,time series forecasting,Data Scientist,4
1784,time series forecasting,Intern,1
1785,time serious,Data Scientist,1
1786,timeseries analysis,Data Scientist,1
1787,timeseries forecasting,Data Scientist,4
1788,toad,Data Analyst,1
1789,tool evaluation,Data Analyst,1
1790,trackwise,Data Analyst,1
1791,trading principle,Business Intelligence,1
1792,training,Business Intelligence,1
1793,training,Data Analyst,1
1794,training,Data Scientist,1
1795,transaction monitoring,Data Scientist,1
1796,transfer learning,Data Scientist,1
1797,transformer,Data Scientist,1
1798,transportation operation,Business Intelligence,1
1799,trend analysis,Data Analyst,2
1800,troubleshooting,Data Analyst,1
1801,troubleshooting,Data Scientist,1
1802,tsql,Business Intelligence,1
1803,tsql,Data Analyst,1
1804,tssci clearance,Data Scientist,1
1805,typescript,Data Analyst,1
1806,u electricity market,Data Scientist,1
1807,ui design,Data Analyst,1
1808,ui design,Data Scientist,1
1809,ui technology,Data Scientist,1
1810,uiux,Data Analyst,1
1811,uiux,Data Scientist,1
1812,underwriting,Data Analyst,1
1813,unit testing,Data Scientist,2
1814,unix,Data Analyst,1
1815,unix,Data Scientist,3
1816,unix command,Data Scientist,1
1817,unixlinux,Data Scientist,2
1818,unstructured data,Data Analyst,1
1819,unsupervised learning,Data Scientist,4
1820,use case,Data Analyst,2
1821,user acceptance testing,Data Analyst,1
1822,user behavior,Data Scientist,1
1823,user empathy,Data Analyst,1
1824,user experience,Data Analyst,1
1825,user experience research,Data Analyst,2
1826,user interface,Data Analyst,1
1827,user interview,Data Scientist,1
1828,user requirement,Data Analyst,1
1829,user story,Data Analyst,3
1830,user testing,Business Intelligence,1
1831,ux design,Data Scientist,1
1832,valuebased care,Data Analyst,1
1833,vba,Data Analyst,4
1834,vector database,Data Scientist,1
1835,verbal communication,Data Analyst,1
1836,verbal communication,Data Scientist,1
1837,version control,Data Scientist,5
1838,visio,Business Intelligence,1
1839,visual analytics,Data Scientist,2
1840,visual basic,Data Analyst,1
1841,visual design,Data Analyst,1
1842,visual report,Business Intelligence,1
1843,visual studio,Data Analyst,1
1844,visualization,Business Intelligence,1
1845,visualization,Data Analyst,10
1846,visualization,Data Scientist,14
1847,visualization tool,Business Intelligence,1
1848,visualization tool,Data Analyst,4
1849,visualization tool,Data Scientist,1
1850,warehouse operation,Business Intelligence,1
1851,warehousing,Data Scientist,1
1852,waterfall,Data Analyst,1
1853,web analytics,Data Analyst,7
1854,web development,Data Analyst,1
1855,web scraping,Data Scientist,1
1856,website optimization,Data Analyst,1
1857,word,Data Analyst,1
1858,work ethic,Data Analyst,1
1859,workforce modeling,Data Analyst,1
1860,written communication,Data Analyst,1
1861,xgboost,Data Scientist,4
1862,xml,Data Scientist,2
1863,yellowfin,Business Intelligence,1
